"id","growth_2_6"
7242,5.35043599049867
7243,2.97458388972286
7244,4.94129245761457
7245,6.4894236266502
7246,4.31988216316093
7247,2.9384987582234
7248,3.92627629712733
7249,5.35805937200317
7250,1.3684991459359
7251,1.14862487163487
7252,2.85873034631326
7253,6.7257925271026
7254,5.76837773543947
7255,3.4843561894656
7256,1.2947805988379
7257,0.8605487020539
7258,1.36298274391713
7259,2.9843723725888
7260,6.01043947293166
7261,4.9507513638844
7262,1.46058524685027
7263,5.267813012156
7264,3.17916887315327
7265,2.73221409203367
7266,2.77021595025626
7267,4.85858206015727
7268,3.86940206146273
7269,2.664224263185
7270,5.4698514964297
7271,1.31090661522107
7272,6.51066929058597
7273,4.3759283820339
7274,5.36151061248917
7275,5.90888985633423
7276,4.13963643943766
7277,0.753375795918666
7278,4.29436831805864
7279,1.04298696938373
7280,2.40150205470983
7281,6.89838255838374
7282,1.17956240970837
7283,1.319285021418
7284,4.14898398019057
7285,2.0576564122498
7286,2.95811806885083
7287,7.076936473315
7288,7.17431225962614
7289,5.0868483330388
7290,5.592315879946
7291,3.31213349509017
7292,1.5088238857046
7293,5.62394176265034
7294,4.1266330803103
7295,3.41750421576743
7296,2.22601766294037
7297,0.808909965592133
7298,1.2439226863887
7299,2.99410966589463
7300,3.4646177175474
7301,2.55571274019267
7302,1.84553638569857
7303,2.1727218710764
7304,7.16609164182767
7305,4.10109627740206
7306,4.7854772390184
7307,6.5501400143201
7308,6.70877421171436
7309,7.36376684408763
7310,0.768054094758501
7311,3.4133869910187
7312,6.37355446760673
7313,1.49337157471173
7314,3.65260870739467
7315,3.1486340483146
7316,1.33732601856823
7317,1.28163625502587
7318,3.31181425625693
7319,3.9770718081828
7320,0.503558233590701
7321,2.9029655069243
7322,3.18621109292607
7323,2.6030813496275
7324,1.06458310142657
7325,5.3902161723975
7326,7.10519627297351
7327,4.1144394047554
7328,0.769319286649632
7329,2.46968063435293
7330,2.51360619667597
7331,6.09204934362833
7332,5.60952867653746
7333,0.819758433890267
7334,2.41685527268903
7335,6.9792815747956
7336,5.1150395257731
7337,2.0485516866331
7338,4.94607323243073
7339,1.1443804767391
7340,6.71901662401003
7341,6.17016689084083
7342,5.67546456967247
7343,3.34615328435813
7344,5.32901290843883
7345,7.09712768060841
7346,4.49154543593537
7347,6.83111246461413
7348,5.87715928438737
7349,3.0161098462007
7350,3.31437115992337
7351,4.26201875763803
7352,5.64328676969904
7353,6.95093982554513
7354,7.18671410244153
7355,1.59587012333347
7356,4.92671973555303
7357,5.7110980238839
7358,5.7247214302267
7359,0.9359778672688
7360,4.42909430584243
7361,0.998268991006901
7362,2.90084167370524
7363,6.9803915778945
7364,4.2136794126995
7365,6.13295344419
7366,4.43960962684377
7367,6.50620876447639
7368,7.13062047982533
7369,1.1315391882165
7370,0.8065251647914
7371,3.24588079522047
7372,4.44285447553297
7373,5.32527068398373
7374,3.2631010822951
7375,2.832798210896
7376,2.81684431460863
7377,3.12196605284273
7378,7.0998977063935
7379,1.56569331403953
7380,2.0366573916621
7381,1.1172998902515
7382,1.14159132723457
7383,7.12515394879857
7384,6.35960909915743
7385,0.823023731587634
7386,4.89112961929603
7387,3.146791044452
7388,3.12512405769453
7389,4.78289855780654
7390,2.89144230236456
7391,3.31511667700013
7392,3.3214859092621
7393,1.28680719598987
7394,1.23182630032623
7395,3.51102446046247
7396,5.28963470246567
7397,6.9651518873588
7398,4.56285177985523
7399,1.36187462354193
7400,5.0609416703065
7401,3.8994714265644
7402,3.3236738991173
7403,5.67782598653896
7404,5.31564367591227
7405,0.7978388222562
7406,3.1194045042579
7407,6.7753236339626
7408,1.3896298553172
7409,2.45207784170353
7410,1.29014389019143
7411,0.674660913929301
7412,5.13249798382167
7413,6.54667066132577
7414,2.98086382845163
7415,6.88857625714909
7416,7.24639974717853
7417,2.9991229800983
7418,5.89408364909929
7419,4.32897268943334
7420,2.9401893203672
7421,6.6011938786339
7422,0.8885069088327
7423,1.97549513457633
7424,6.31507331051029
7425,6.89391913634943
7426,0.887922661280667
7427,3.21179824551597
7428,3.8361838215177
7429,4.2090108304899
7430,3.49913379931803
7431,3.24735967939014
7432,3.8389878334281
7433,4.04525916427873
7434,3.591602366452
7435,4.29015133629753
7436,6.09146677236223
7437,3.29752794591767
7438,3.03843903009217
7439,0.864281288885099
7440,5.82706624837034
7441,6.30847838901693
7442,5.30514568285307
7443,6.64365500150454
7444,3.212043119354
7445,1.25884404816147
7446,2.22777487216703
7447,1.88741736033577
7448,5.48394205092244
7449,7.09055939202207
7450,4.59011416211277
7451,0.890776732499367
7452,3.0585272546782
7453,2.41370556355833
7454,3.836580387199
7455,7.10098344053814
7456,3.9263525538193
7457,5.2644803740159
7458,1.67350524755823
7459,4.2787477659307
7460,4.0976615125584
7461,0.747804954967067
7462,5.37006597000669
7463,5.59473076009377
7464,2.63110980616237
7465,0.8876889686996
7466,5.7196742112098
7467,5.26322573251547
7468,0.791976908950733
7469,6.80868141386619
7470,7.03433300132461
7471,3.66598142721387
7472,4.04579876947527
7473,0.4062161474655
7474,3.74949303720097
7475,7.06367030525393
7476,5.5390113334517
7477,1.56750620044283
7478,1.57355328574923
7479,3.14381374470327
7480,1.2049359929317
7481,3.80608252281923
7482,4.87405722626043
7483,5.69807714627766
7484,4.4795169418394
7485,2.04046605880777
7486,5.79234985301883
7487,6.92688404437967
7488,0.987979524818801
7489,1.89810778669973
7490,4.6317062628578
7491,1.0657703232605
7492,0.580569800653899
7493,3.15496634157247
7494,1.1724500798298
7495,6.59032179739648
7496,0.7926837976551
7497,4.274749893467
7498,0.760941886215701
7499,4.93109702509697
7500,3.65408591303046
7501,0.781714738718133
7502,3.6852106154597
7503,3.04859886915563
7504,5.14231603832387
7505,3.23433559550857
7506,6.46976037807844
7507,6.18986132555779
7508,5.1859338120441
7509,3.29453337369217
7510,3.19553789250317
7511,6.590598744297
7512,4.15040189445273
7513,6.79053782071689
7514,4.6804492220094
7515,3.1364768714996
7516,1.12367156765117
7517,1.3081005241389
7518,6.81952012880964
7519,4.4466064327645
7520,6.80457486315216
7521,4.16197388082713
7522,7.15565991686866
7523,0.7895950909348
7524,3.24934568995103
7525,6.09955875912833
7526,3.06271720858607
7527,2.68153206262347
7528,3.2769053156704
7529,3.49942398113686
7530,4.50969734667067
7531,2.45995999315403
7532,4.34041793518227
7533,2.88247598613493
7534,7.74216158042183
7535,1.63692780012597
7536,1.6068273506983
7537,3.63984764623577
7538,1.4646629960125
7539,6.77795753806904
7540,1.72101951363493
7541,6.96224808948457
7542,4.71732994741157
7543,3.098487434814
7544,3.98423020516067
7545,6.97913925904561
7546,3.83250783075847
7547,0.755580517627799
7548,2.60156218388157
7549,4.08869325689963
7550,2.70900157116133
7551,5.0098635332026
7552,1.38273330906013
7553,1.42900070392793
7554,3.24757929405307
7555,2.20200776766403
7556,5.1268926046217
7557,1.73462863697993
7558,6.39179617383223
7559,1.44430396858587
7560,2.78907016516197
7561,2.89822628026984
7562,1.04025481199693
7563,7.16770959015591
7564,5.34684452205443
7565,3.25552128826323
7566,1.4383300256146
7567,4.7149868926986
7568,1.47229260438227
7569,2.81310928633473
7570,6.54760236528287
7571,3.39710863952607
7572,2.74485851796427
7573,3.80521439443263
7574,1.36555555815517
7575,6.37430611595043
7576,4.90907711975647
7577,4.67520725677367
7578,3.47450156046027
7579,3.30883349138097
7580,3.27787666955953
7581,3.07518397953543
7582,6.75438467323637
7583,3.38431817385503
7584,1.30961394510433
7585,3.01008693052254
7586,1.08229359106913
7587,0.769684919457234
7588,4.48890614287157
7589,3.32281380690793
7590,2.76274765998343
7591,6.8863261109921
7592,1.3759971403015
7593,0.762546739473266
7594,7.1061099587382
7595,7.29447585884687
7596,1.6342411619021
7597,4.39800271047973
7598,2.27048881093803
7599,2.4533124741772
7600,3.617178105365
7601,0.793698760254767
7602,2.01225845289383
7603,4.65282076596586
7604,6.2266709891543
7605,3.32690790346273
7606,1.20786557958863
7607,1.68568655948567
7608,3.03222031792946
7609,5.6860637745709
7610,0.716438721580567
7611,5.13892477530167
7612,6.88782032010777
7613,2.88064161527813
7614,0.768266329788634
7615,1.01584160916967
7616,3.5266281075993
7617,6.2238962719009
7618,1.16148201598287
7619,4.41851632665487
7620,1.48160366214717
7621,6.66139109322857
7622,3.05665770923153
7623,6.8524643560344
7624,1.4462959677033
7625,5.3098271921924
7626,5.78025369115846
7627,3.8829932590287
7628,4.54922573936033
7629,5.68644500195409
7630,4.51746159848907
7631,1.17069256506297
7632,3.2257494638888
7633,6.37799058589674
7634,6.86840285710947
7635,1.70108185438617
7636,4.7387653355689
7637,5.04697456474833
7638,3.0885376081132
7639,4.2718112374466
7640,0.792820537489299
7641,5.99382257484953
7642,0.869546324889934
7643,4.65769181122823
7644,3.84487212519217
7645,6.61734427396598
7646,4.16797306775277
7647,3.8143150177132
7648,3.03229541818657
7649,6.5099119071279
7650,1.9199264491535
7651,0.472685586801134
7652,0.757093490037967
7653,6.51592582303403
7654,4.53613239951906
7655,6.16041137128803
7656,5.40085587692653
7657,6.88065633727006
7658,7.4261418581451
7659,4.67344889111686
7660,3.80542074690077
7661,1.09833776522327
7662,2.00001306921397
7663,0.8084383531137
7664,5.39502579783207
7665,3.17502957102793
7666,2.61867445237004
7667,4.1077662376642
7668,6.22653722438044
7669,3.67903251777891
7670,4.1025003268713
7671,2.9773897725664
7672,6.63980039421883
7673,7.06272085950577
7674,6.77458173677541
7675,4.0477473146486
