id,growth_2_6
7242,5.51002900062733
7243,2.70340833741467
7244,5.874468015258
7245,6.62832839081867
7246,3.42067410538
7247,3.36538458934267
7248,4.48318460509
7249,4.55270284554333
7250,1.26943944141533
7251,1.21929093803933
7252,3.11138991686467
7253,6.66537533807733
7254,6.12710802312334
7255,3.456624886614
7256,2.65627133476667
7257,0.835890498568
7258,2.06966792257133
7259,4.08453285363467
7260,6.767754817232
7261,3.41715153662133
7262,1.78428118699867
7263,5.149286278438
7264,3.92932513577067
7265,2.895215752224
7266,2.69908856073467
7267,3.84368911982867
7268,4.39890055906533
7269,2.22582000108
7270,4.74488983961133
7271,1.537163417702
7272,7.10926468801733
7273,4.929058854848
7274,5.27973270448133
7275,6.55013173323267
7276,4.61212255228067
7277,0.756875023431333
7278,4.50573929733
7279,1.409082422508
7280,1.83935995619133
7281,6.43661878226333
7282,1.06129097417933
7283,1.948465565838
7284,3.16813765130933
7285,1.12554668939067
7286,3.09169138392667
7287,7.26609484454667
7288,7.063728214206
7289,4.85566987100333
7290,6.53163712253333
7291,2.81852606681933
7292,1.75370217169733
7293,3.93943231484533
7294,5.10005275221267
7295,4.882875448702
7296,1.75402956591933
7297,0.81472784521
7298,1.295429214582
7299,2.815286670458
7300,3.71665603944533
7301,2.45151371665533
7302,2.28381399080933
7303,2.52017088629467
7304,7.283952473398
7305,4.51296000725133
7306,1.89772439477933
7307,7.25546911153267
7308,6.62137995654333
7309,6.815702765088
7310,0.773455939554667
7311,3.04241169497333
7312,6.42134679714733
7313,2.10312363068867
7314,3.65215642253333
7315,3.80535014167867
7316,4.944520988338
7317,1.324610167102
7318,2.93018957277333
7319,3.42420603515067
7320,0.729564151636667
7321,3.02158442857133
7322,3.06068404240467
7323,1.97036709088667
7324,0.817715411657333
7325,5.98728445494733
7326,7.08768235355933
7327,3.44570275968667
7328,0.738610856852
7329,2.38751062141933
7330,1.56897589538533
7331,5.75322565015467
7332,4.626754716522
7333,4.23632824874067
7334,1.55657097984867
7335,6.68676558006333
7336,5.18582721210133
7337,1.93218471379467
7338,5.551501729742
7339,0.974830647551333
7340,6.30724093108133
7341,7.21879339970067
7342,5.31149353353333
7343,3.48775891687333
7344,4.62499066967867
7345,7.018433042164
7346,5.68045415721333
7347,6.32949977290333
7348,5.60057181132
7349,2.818118388322
7350,3.19830072026733
7351,2.31226894747467
7352,3.71625976718133
7353,6.95608985493667
7354,7.11521233049133
7355,3.19586161864267
7356,4.242589024094
7357,5.68832855565533
7358,6.41783665338133
7359,0.845956140674667
7360,2.90013450242667
7361,0.980364100925333
7362,2.49175314705733
7363,7.09512801697867
7364,3.979497384326
7365,6.75596840479733
7366,4.379127993214
7367,6.76269126350667
7368,6.567753206148
7369,1.139966619936
7370,0.706796906136667
7371,3.09168478598267
7372,4.31465839063533
7373,4.830252013996
7374,3.26557980974533
7375,4.36390920032933
7376,2.35540884731333
7377,3.461302657204
7378,4.88625965813333
7379,2.01573234075867
7380,1.87582185138133
7381,0.979844733146
7382,1.22442159841733
7383,6.56158371281133
