"id","growth_2_6"
7242,5.23556560017744
7243,2.8111154687017
7244,5.25101824878447
7245,6.5674278814298
7246,4.49838918873337
7247,3.12100606875677
7248,5.19208479348329
7249,4.9422429056373
7250,1.30505463739687
7251,1.25719948857787
7252,2.6511635641528
7253,6.52750709409626
7254,6.3217716219511
7255,3.4239312481764
7256,1.41738970700107
7257,0.804976473090034
7258,1.29960628474077
7259,2.96687177379617
7260,6.41775849131653
7261,5.34796515181434
7262,1.41807591611457
7263,5.12159006843074
7264,3.3665981338502
7265,3.0441399550342
7266,2.5915826180026
7267,4.79797606981693
7268,4.9132761460911
7269,2.9231114433392
7270,5.41718467660063
7271,1.51100435087273
7272,6.5453463129966
7273,4.49615544621654
7274,5.00953129516053
7275,6.18202458425777
7276,4.37420948028087
7277,0.7628868044386
7278,4.15310589044746
7279,1.24083537636623
7280,2.61726574680447
7281,6.63549225217051
7282,1.19536390302103
7283,1.37218907479473
7284,3.8880299531196
7285,1.7189799460066
7286,2.8672463806279
7287,6.96632062505507
7288,7.1110888338931
7289,5.42651903828036
7290,6.1407090827947
7291,3.15728117268027
7292,1.44397226580147
7293,5.71105137652594
7294,4.61805058938984
7295,4.08741249712516
7296,2.05213962769813
7297,0.751439810969333
7298,1.2589548931353
7299,3.0187688996109
7300,3.4035448760208
7301,2.2121850000909
7302,1.68738539513877
7303,2.05034850730613
7304,7.2073705592458
7305,4.35323186923801
7306,4.12416467087973
7307,6.50589258522191
7308,6.8648946235449
7309,7.27622880836169
7310,0.809724395615666
7311,3.2728276427048
7312,6.2980499437683
7313,1.6210452910082
7314,3.62405290120684
7315,3.1141998789489
7316,1.03591518447807
7317,1.33680601455827
7318,3.27767148491336
7319,3.77532908961597
7320,0.567660019365434
7321,2.6906800774055
7322,3.17013460539356
7323,2.35588113181587
7324,0.801999964169301
7325,5.3412664365703
7326,7.12504616945423
7327,4.15897404861973
7328,0.754629699298501
7329,2.2171605690008
7330,2.57383124396307
7331,6.12751970066144
7332,5.66335119660263
7333,0.850078328131501
7334,2.4260153748007
7335,7.27774594898294
7336,5.5686257215388
7337,2.27609113145727
7338,4.66939500533166
7339,1.00827008181007
7340,6.57200133061377
7341,6.22340166543894
7342,5.9205478466053
7343,3.58547406636993
7344,5.17367852693133
7345,6.93841318579906
7346,4.91578174324117
7347,6.96456590293364
7348,5.6940001585064
7349,2.89143774469637
7350,3.3912466258225
7351,3.3567700707796
7352,5.95021653023193
7353,7.02250256896973
7354,7.08105802146514
7355,1.55374325411383
7356,5.05078031350437
7357,5.85438093313783
7358,5.69363960979711
7359,0.916699257649234
7360,4.34367030946453
7361,1.03486932447457
7362,2.59609680195716
7363,7.18377343421066
7364,3.92338658066927
7365,6.37618716077176
7366,4.33646563543947
7367,6.47648153961517
7368,7.09198699535509
7369,0.999353461758433
7370,0.808689534128167
7371,3.07394625547967
7372,4.9100327963395
7373,4.87942185881347
7374,3.42137430588283
7375,3.61964517126893
7376,2.38175239664143
7377,3.2417722292235
7378,7.06489774634715
7379,1.5201246616348
7380,1.95883796746477
7381,1.05402583167847
7382,1.2680133938022
7383,6.96826858060863
7384,6.3505269063017
7385,0.849089055695901
7386,5.64945692266844
7387,2.58970359192157
7388,3.03861788817287
7389,5.17044285144677
7390,3.1920975124632
7391,3.41003031890984
7392,3.37546320510093
7393,1.3105392933228
7394,1.31345625580967
7395,4.2881053129439
7396,5.78100181476203
7397,6.87718127432097
