"id","growth_2_6"
7242,5.097381892269
7243,2.68384800504933
7244,5.547416467893
7245,7.15480125078567
7246,4.42004510775367
7247,3.328137371932
7248,4.914844681694
7249,5.44576132377433
7250,1.34095361503433
7251,1.330412204281
7252,3.07939371136767
7253,6.373112472413
7254,5.03237450090433
7255,3.737732353945
7256,1.328613130166
7257,0.977626515748667
7258,1.487018340519
7259,3.051366819266
7260,6.833361759774
7261,5.69588856273067
7262,1.34314042724833
7263,4.915023941327
7264,3.61159976686167
7265,2.93315752287733
7266,2.29347627633933
7267,4.56217716147733
7268,4.96372231994433
7269,2.79940374142033
7270,5.677653231642
7271,1.367096476374
7272,6.68567727536067
7273,4.734150261891
7274,5.16774769776267
7275,6.662644186324
7276,4.521555199256
7277,0.788843796374667
7278,5.09576016960466
7279,1.50776709843333
7280,2.34084575596833
7281,7.15173342182533
7282,1.20486503460667
7283,1.98117790893367
7284,4.13987395670667
7285,1.47824360591767
7286,2.713284109641
7287,7.42509649222867
7288,7.10009331051767
7289,4.684910800449
7290,5.20034711781933
7291,3.09523319261367
7292,1.56946565401867
7293,5.77296323469367
7294,4.86407787313967
7295,4.65181379949267
7296,1.703734466463
7297,0.943443744818333
7298,1.42749823685033
7299,3.19070070776133
7300,3.55587867516133
7301,2.481004332464
7302,1.76435984164067
7303,2.36941814016
7304,7.23167206190667
7305,4.29609282739233
7306,4.32539346346567
7307,6.76746541603667
7308,6.57820139299167
7309,6.99641456142133
7310,0.862540962810667
7311,3.84834516105333
7312,6.44312354185
7313,1.84957944311933
7314,3.64623835940433
7315,4.46357496136833
7316,1.93263996161367
7317,1.39905184115
7318,3.10030625469733
7319,3.35752800645033
7320,0.757858007614
7321,2.87053721336967
7322,3.24256588992867
7323,2.042218409921
7324,1.0278896743
7325,6.020244865511
7326,7.19521878735933
7327,4.00724816640767
7328,0.827638762811667
7329,2.18852659962667
7330,1.85268256874467
7331,6.232534476156
7332,5.63281906071333
7333,1.19030479369533
7334,2.56429817359533
7335,6.676108928014
7336,5.67044472314833
7337,2.30733141940667
7338,4.66578828623467
7339,1.125837071495
7340,6.953889649273
7341,6.07932895875633
7342,6.76550558905967
7343,3.84984346705933
7344,5.43656077890767
7345,5.894915938699
7346,5.04373102790433
7347,7.41987466956633
7348,6.24256465341834
7349,3.308405434509
7350,3.128009138838
7351,2.80317160158767
7352,5.44277487291433
7353,7.16063904576467
7354,7.00085715146133
7355,1.69526822386133
7356,4.30178020474733
7357,5.94095336208733
7358,5.92047920242034
7359,0.947813912909
7360,3.96246768666933
7361,0.998718279526
7362,2.146060996977
7363,7.424503516837
7364,4.049487208356
7365,6.352137528536
7366,4.911637165742
7367,6.499444353729
7368,6.99095665855867
7369,1.04322886559867
7370,1.419553987856
7371,3.2540655906
7372,4.78049431006033
7373,5.35694522139767
7374,3.69757352351867
7375,3.96495472666833
7376,2.42365930512967
7377,3.41420303773567
7378,5.72288019383433
7379,1.836274088266
7380,2.864031620397
7381,1.12352006761
7382,1.24598802771867
7383,7.06568019438067
7384,7.044152640594
7385,1.04364613479733
7386,4.64941373945067
7387,3.02264710533733
7388,2.87757156244567
7389,5.580293997569
7390,3.196656684162
7391,3.61692356899
7392,3.231785537553
7393,1.35908007774167
7394,1.21336320511067
7395,5.061405498505
7396,5.482536710322
7397,6.962927022819
7398,5.469939184669
7399,1.09413082030467
7400,4.37446937475233
7401,4.07228355582267
7402,3.244872750266
7403,4.61077072854533
7404,5.07570040789067
7405,0.927126512844334
7406,3.65545399024233
7407,6.19526035728034
7408,1.50122063835933
7409,2.23111479209733
7410,1.32101164785967
7411,0.746326677421333
7412,4.762935136163
7413,5.19936260255733
7414,2.72160431382633
7415,6.92296766782367
7416,6.627556422767
7417,2.90059969902133
7418,5.35784002064967
7419,4.47409268302333
7420,2.718109999719
7421,6.24636473083333
7422,0.930358064248
7423,1.71618124156433
7424,6.27939049108234
7425,7.190688974445
7426,1.08618855162833
7427,2.96753165823067
7428,4.06966539131567
7429,4.136560842214
7430,3.024903254455
7431,3.29471057627667
7432,4.034038216855
7433,4.18315578549833
7434,5.17826115919967
7435,4.27694787416033
7436,6.60077920074433
7437,3.23204228282433
7438,3.242409823281
7439,0.990048540507
7440,6.532227746593
7441,5.535568169419
7442,5.069957767406
7443,6.32476536670533
7444,3.270926838566
7445,1.373355919728
7446,2.63681836177167
7447,1.80412009116267
7448,5.52582230939367
7449,7.52919502389867
7450,5.00542403539333
7451,0.920214853186667
7452,3.03090073534367
7453,2.61129929494633
7454,3.87466126831434
7455,6.82555710530867
7456,3.91815492426533
7457,5.46957624914333
7458,1.87281767392967
7459,4.148844733784
7460,3.95053480925533
7461,0.726360419361667
7462,5.17988194351767
7463,5.033240294319
7464,2.786648179527
7465,0.883979405177
7466,5.19686404822467
7467,5.11598474186833
7468,0.904127680447667
7469,6.99320680993633
7470,7.31870977793333
7471,3.67794931551733
7472,3.98500191248333
7473,0.431108509764667
7474,2.86950538457467
7475,6.85797070248367
7476,5.492312243977
7477,1.40849810000033
7478,1.57932178024533
7479,3.49765997432867
7480,1.28943350561433
7481,3.69400290836867
7482,4.05573743590067
7483,6.14882377080134
7484,4.59348001583533
7485,2.571561786352
7486,6.04292078875434
7487,6.91176873312734
7488,1.02822859526267
7489,2.05063513531967
7490,3.263302415834
7491,1.05314738866967
7492,0.929861299516333
7493,3.35640601115133
7494,1.33630726156133
7495,6.11540548703033
7496,0.820560554933333
7497,3.81987798112267
7498,0.776184020732667
7499,5.07437148556533
7500,3.67215797483667
7501,1.39190121888533
7502,4.978639493103
7503,2.85509963135267
7504,6.123114280294
7505,3.13171869929967
7506,6.03767891950667
7507,5.68549510371267
7508,4.97189779716233
7509,4.19684431159
7510,3.42258947782667
7511,6.56891226786433
7512,4.38007899603167
7513,7.045231076421
7514,4.90936651016633
7515,3.325730789557
7516,1.11020939003733
7517,1.55502350014533
7518,7.08303417727067
7519,4.97449453545
7520,7.116585944909
7521,4.95582970714833
7522,6.49751029318267
7523,0.955518115491666
7524,4.18122508360833
7525,5.940330767827
7526,3.27922547321
7527,3.585294406924
7528,3.097814463675
7529,3.74576905765867
7530,4.99212978632067
7531,2.50250142995433
7532,5.06074293842933
7533,3.09520773432133
7534,4.830616255443
7535,1.93176243680367
7536,2.05497441453233
7537,3.96243136173467
7538,1.78503448680633
7539,6.59751132338933
7540,1.46564261851267
7541,6.56835004184333
7542,4.623401586745
7543,3.33108988652333
7544,3.96113770635066
7545,7.00396260313133
7546,4.51970243172533
7547,0.790407049160666
7548,2.427717981086
7549,4.69270020237433
7550,2.55453214548433
7551,5.48877992054233
7552,1.37877716982433
7553,1.426361427364
7554,4.425178637699
7555,1.80869423704967
7556,4.97192753144533
7557,2.05192084417733
7558,6.25523359253367
7559,1.49939874127033
7560,2.76323366386567
7561,2.52305324429667
7562,1.22672431684733
7563,7.05456485988267
7564,4.346053479456
7565,3.15277434183
7566,1.57923975438933
7567,4.24927520606
7568,1.89461802394767
7569,3.022688429027
7570,5.66956925542033
7571,4.51252973566933
7572,2.910049133887
7573,4.22602082180167
7574,1.21888290344267
7575,6.64050637019833
7576,4.86600297548867
7577,4.16485856210067
7578,3.370477448317
7579,3.60965515593367
7580,2.95255678702067
7581,2.73445930297467
7582,6.54681461733367
7583,3.60457063003467
7584,1.552390436833
7585,2.28324210234667
7586,1.31396129521067
7587,0.752034618464333
7588,4.816906502775
7589,3.16483381599333
7590,3.53788798327733
7591,7.39299694066366
7592,1.558137206206
7593,0.831763389429334
7594,6.548637882539
7595,7.07822066363367
7596,2.46774678401133
7597,4.44546010813833
7598,2.31766585918833
7599,2.41446303365867
7600,3.37287221126
7601,0.817361342724334
7602,1.78448093817667
7603,3.89218473273833
7604,5.96343650250867
7605,3.29510358014467
7606,1.47841314695767
7607,1.519915969675
7608,2.175705361198
7609,5.30250899871033
7610,1.16922739960633
7611,4.64582983554567
7612,5.91433043635634
7613,2.580469707919
7614,0.852488241145
7615,1.203114020267
7616,3.95275811232667
7617,6.784444138783
7618,1.029395091508
7619,4.35551477839633
7620,1.68179541571633
7621,6.535989922509
7622,3.12998656769833
7623,7.05926568893267
7624,1.59035390371767
7625,5.34721719081034
7626,5.92138121481967
7627,3.59762509207333
7628,5.26871233706533
7629,5.65601799639133
7630,4.94003597404067
7631,1.177127439223
7632,4.25562625356333
7633,6.370125912499
7634,6.77863347473233
7635,2.27761912443233
7636,3.855818226419
7637,4.70491141997033
7638,1.985120176653
7639,4.09367956417867
7640,0.789632403357
7641,4.22779454508167
7642,0.957995748590333
7643,4.01138906143133
7644,4.027967964678
7645,5.34684436121967
7646,4.28721034616567
7647,4.86220152849967
7648,3.109695739592
7649,6.36238227387733
7650,2.19000615987833
7651,0.695570684400333
7652,0.859584688442333
7653,6.076179158563
7654,5.99012561942367
7655,5.95001297856867
7656,5.78441409097467
7657,6.931107720481
7658,7.31045573278367
7659,4.972231875634
7660,3.617929935422
7661,1.033057323266
7662,2.10913711282133
7663,0.782990506996
7664,4.82406538492633
7665,3.324146792022
7666,2.73380018345633
7667,4.10030154818366
7668,6.05619986541433
7669,3.160326472526
7670,4.29669625640533
7671,3.55023837467833
7672,6.05884224013833
7673,6.78638103184067
7674,6.40443755341633
7675,3.894074793125
7676,0.530626533635667
7677,1.62799893248567
7678,7.15458365118133
7679,6.836808954874
7680,2.99566795357633
7681,1.52150699390333
7682,2.001131782691
7683,2.96045701509067
7684,1.22492877292867
7685,1.103471894828
7686,5.30962658766767
7687,4.89691211586467
7688,6.47806120791267
7689,1.02906735358
7690,2.97130969022
7691,2.37172239626867
7692,3.83680254122133
7693,1.72087758075033
7694,1.647706987138
7695,1.43588253413667
7696,6.678887762247
7697,0.928584983109
7698,5.837628466606
7699,3.217593871447
7700,5.96384560602033
7701,3.57900013307267
7702,2.29579161061967
7703,3.95416345501767
7704,5.142674151023
7705,2.534458047148
7706,5.17094651042967
7707,1.212577128093
7708,6.335637052722
7709,6.58313082955133
7710,6.09057588911
7711,0.918818055002333
7712,6.766581618523
7713,3.15223366197067
7714,4.76585256767
7715,3.02849608782767
7716,1.64648958672067
7717,6.49965805251567
7718,5.28868581123233
7719,0.998542691359667
7720,6.67866230120233
7721,4.93422481949767
7722,5.310913247461
7723,3.106101967864
7724,6.53603439723133
7725,0.914188522380667
7726,4.667875425992
7727,2.72720808536533
7728,5.22080195600367
7729,4.84303800019133
7730,5.77730377871667
7731,4.04539543888033
7732,1.654288381787
7733,6.30823145814967
7734,7.39534049678467
7735,0.685965450106333
7736,5.049920895284
7737,6.12351795756133
7738,5.14474977980767
7739,5.73424517337067
7740,1.164977324063
7741,4.35982105881967
7742,4.961125012826
7743,6.33085205746967
7744,1.34488014037867
7745,3.56232743133133
7746,1.24289210449567
7747,0.712159644499
7748,2.515256976254
7749,0.849151495060667
7750,2.990688681496
7751,1.30130915020533
7752,5.088201554917
7753,3.902440012065
7754,1.482180216082
7755,0.753854482943
7756,0.736238352362333
7757,5.769670145118
7758,5.661662431704
7759,4.71839061659367
7760,1.14200144351433
7761,2.28378508163867
7762,0.644577621220333
7763,1.50767433650533
7764,3.485892391035
7765,1.41989098845033
7766,4.93873807862534
7767,5.06371563158667
7768,2.26366016327067
7769,6.94345503995233
7770,7.14188034834067
7771,3.09407311986267
7772,4.078440643067
7773,6.60247214289833
7774,4.11324038878
7775,4.92483393265133
7776,4.04360543512733
7777,3.28922577582667
7778,6.03956827553467
7779,4.63072894589967
7780,1.06200169940367
7781,2.74493427422367
7782,6.17190947127867
7783,3.22573743245833
7784,6.74055659953233
7785,0.983861434437
7786,1.23123936629033
7787,2.70094960825667
7788,1.02057576749
7789,6.17370045061167
7790,3.07501243721033
7791,4.22990982263267
7792,5.20707209254533
7793,3.37579417833033
7794,5.05681117422167
7795,6.278677300902
7796,4.75969449926767
7797,5.10318817847867
7798,3.75370038970033
7799,2.992390460107
7800,3.05388911566467
7801,2.874911444052
7802,5.21665787308767
7803,5.09513221967767
