"id","growth_2_6"
7242,5.79930287976742
7243,2.98295972203156
7244,5.0219582022389
7245,6.57902733367707
7246,4.71181844712819
7247,3.08040568661976
7248,4.62531563987014
7249,5.48741577259319
7250,1.33236914936159
7251,1.21440098219755
7252,2.7430680078518
7253,6.377175856205
7254,5.92856013063419
7255,3.30478850954389
7256,1.1661046994422
7257,0.826571631860957
7258,1.45856991786854
7259,2.84680447745046
7260,6.26809200664745
7261,4.53031306976
7262,1.43890046455388
7263,4.96396302343511
7264,3.23139681528666
7265,2.75535621947461
7266,2.49438802919044
7267,4.80989241985581
7268,4.82302237871394
7269,2.65519532484384
7270,5.28368177242628
7271,1.36169549495922
7272,6.60987634389332
7273,4.42491738110403
7274,5.54767889788475
7275,6.48032626118732
7276,3.94272033545295
7277,0.705968751178188
7278,4.19898793052718
7279,1.13127606283037
7280,2.88886095676157
7281,6.73245842195908
7282,1.11479232391503
7283,1.39836015057891
7284,3.61682921293413
7285,1.68902801395642
7286,3.02999492834189
7287,7.15275700912411
7288,7.32461989248556
7289,4.7428450766534
7290,6.15898787762875
7291,3.17539956078557
7292,1.44594541337996
7293,5.9794744565674
7294,4.63958607697599
7295,3.64915654029533
7296,2.07207206273684
7297,0.7806598470072
7298,1.30421497628616
7299,3.08420794518043
7300,3.45070711275356
7301,2.45841623652426
7302,1.74915255036726
7303,2.44160976594711
7304,7.10103520413348
7305,4.39925272606718
7306,3.77430402645561
7307,6.77760901520656
7308,6.69082847052479
7309,7.29832263249571
7310,0.839257323915451
7311,2.90095936306378
7312,6.52168949647488
7313,1.83934425369021
7314,3.53679116041492
7315,3.38953984664038
7316,1.13120257928211
7317,1.40638049916101
7318,3.12637432967951
7319,3.63102953071188
7320,0.623586108962845
7321,2.72055339969855
7322,3.00646582694244
7323,2.28941918463342
7324,0.776204233841481
7325,5.90363334723933
7326,7.34221913605035
7327,4.06881644884084
7328,0.760510875624783
7329,2.21939108832005
7330,2.3026075783652
7331,6.296109295045
7332,5.97935161349955
7333,1.02883177391249
7334,2.12070875104009
7335,7.1618263844625
7336,5.65519751984927
7337,2.24224576632151
7338,5.17969374931697
7339,1.0237650619201
7340,6.81106558046144
7341,6.32206133368374
7342,6.02676761110023
7343,3.50302727493862
7344,5.11734241826991
7345,6.76605207407139
7346,4.94988712175719
7347,7.01674293219027
7348,5.86105743916101
7349,3.06466222489196
7350,3.6117322421256
7351,3.80202996084952
7352,6.1032844107151
7353,6.8840414181051
7354,6.86635303017164
7355,1.56127509973963
7356,4.8007080680734
7357,5.90828241241019
7358,5.89213806250755
7359,0.897384222369964
7360,3.89477903375151
7361,1.09164338137435
7362,3.06537642944054
7363,7.37696618896061
7364,4.06350306548783
7365,6.34089919858026
7366,4.89896594099806
7367,6.61220351955535
7368,7.23093585230345
7369,1.06899360901841
7370,0.824277429748313
7371,3.318933022754
7372,4.44377714545792
7373,4.73106865262981
7374,3.54007049780702
7375,3.09168986869639
7376,2.69798857950776
7377,3.10058281803208
7378,7.44923263537349
7379,1.54844569936851
7380,2.3063009656902
7381,1.00013753597202
7382,1.20288288832942
7383,6.93022956502107
7384,6.56270937948757
7385,0.882854837417955
7386,5.46709404292972
7387,2.89104390128256
7388,3.08886015813371
7389,5.02518346165104
7390,3.0026276930029
7391,3.42431071837592
7392,3.42807786725919
7393,1.265152100827
7394,1.18419915810538
7395,3.73852888094804
7396,5.77156876095357
7397,7.06137370507194
7398,4.81339690225009
7399,1.33508057756986
7400,4.55653822301702
7401,4.08152442947698
7402,3.36181030008836
7403,5.02106654434888
7404,4.8828921105051
7405,0.790025899422821
7406,2.85166132937352
7407,6.4407862743628
7408,1.41806218282325
7409,2.06917691419446
7410,1.29240651004126
